# ----------------------------------------
# Pages and screens: Page path
# Account: Harper
# Property: harper.fast - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251021
# End date: 20260204
Page path,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/docs/4.5/administration/logging/transaction-logging,17,9,1.8888888888888888,10.333333333333334,35,0,0
/docs/4.6/developers/replication/clustering/things-worth-knowing,17,17,1,2.3529411764705883,67,0,0
/docs/4.6/technical-details/reference/storage-algorithm,17,18,0.9444444444444444,4.333333333333333,76,0,0
/docs/deployments/harper-cloud/instance-size-hardware-specs,17,11,1.5454545454545454,2.3636363636363638,28,0,0
/docs/developers/clustering/enabling-clustering,17,11,1.5454545454545454,2.909090909090909,26,0,0
/docs/v/4.2/administration/cloning,17,18,0.9444444444444444,2.4444444444444446,73,0,0
/learn/administration/coming-soon,17,11,1.5454545454545454,6.454545454545454,26,0,0
/release-notes/v3-monkey/3.2.0,17,17,1,0.23529411764705882,70,0,0
/release-notes/v3-monkey/3.2.1,17,17,1,0.29411764705882354,66,0,0
/release-notes/v4-tucker/4.0.2,17,17,1,2.3529411764705883,69,0,0
/release-notes/v4-tucker/4.4.14,17,10,1.7,0.9,37,0,0
/release-notes/v4-tucker/4.4.8,17,11,1.5454545454545454,1.4545454545454546,39,0,0
/release-notes/v4-tucker/4.5.37,17,7,2.4285714285714284,3.4285714285714284,20,0,0
/release-notes/v4-tucker/4.5.38,17,6,2.8333333333333335,11.5,23,0,0
/robots.txt,17,17,1,10.529411764705882,64,0,0
/docs/4.1/getting-started,16,13,1.2307692307692308,1,47,0,0
/docs/4.2/developers/operations-api/quickstart-examples,16,13,1.2307692307692308,4.538461538461538,51,0,0
/docs/4.2/technical-details/reference/analytics,16,8,2,0.25,41,0,0
/docs/4.3/administration/harperdb-studio/instance-configuration,16,15,1.0666666666666667,2.933333333333333,60,0,0
/docs/4.3/deployments/configuration,16,15,1.0666666666666667,4.066666666666666,56,0,0
/docs/4.3/developers/operations-api/quickstart-examples,16,15,1.0666666666666667,4.666666666666667,60,0,0
/docs/4.5/developers/operations-api/clustering,16,6,2.6666666666666665,5,21,1,0
/docs/administration/harperdb-cli,16,16,1,2.6875,66,0,0
/docs/administration/upgrade-hdb-instance,16,15,1.0666666666666667,4.866666666666666,69,0,0
/docs/developers/sql-guide/functions,16,9,1.7777777777777777,20.22222222222222,28,1,0
/docs/getting-started/harper-concepts,16,16,1,2.5,70,0,0
